dataset	ccode	cnumb	cluster	clust2	cname	yrbeg	yrend	decade	geo	royal	euro	lac	mideast	asia	africa	warend2	warend5	warend10	noviol2	noviol5	noviol10	gurr2	gurr5	gurr10	pol982	pol985	pol9810	polity2	polity5	polity10	pbs2ll	pbs2l	pbs5l	pbs10l	bollen80	gpol2	gciv2	gpol5	gciv5	gpol10	gciv10	gurrlag5	gurrlagx	outcome	outcome2	treaty	wardur	wartype	unintrvn	uncint	un2int	un2cint	untype	nouncint	peaceop	interven	major	pw10	elf	factmf	factnum	battle	dead	ridp	lifes	lifee	garm	gdp60	gdp85	gdpcap	rgdpcaps	rgdpcape	rgdpch	rgdpch2	aid91	en1	en2st	en2end	area	popst	popen5	popen10	popgro	infst	border	illit	illitend	water	gini1	transf85	sxp	nettrans	electric	en9903s	eh	coldwar	pbs2s3	pbs2s6	pbs2s9	pbs5s3	pbs5s6	pbs5s9	outcome3	negout	milout	logdead	trnsfcap	encaps	cost	costcap	intense	logcost	faction	factn1	factn2	un2cint1	un2cint2	un2cint3	un2cint4	un2cint5	untype1	untype2	untype3	untype4	untype5	strongUN	UNops	UNop1	UNop2	UNop3	UNop4	treatUN	outUN	factnum2	logpop	elfpop	elfpop2	untreaty	unout	exp	energy	ielec	ielf	ielf2	ielfpol	gini	ielfgini	gdp	PKO	enforce	truce	vrebel	vgov	UNopindx	RC2	IC2	LC2	develop	devel	PredUN	ResUN	Pred2UN	Res2UN	L1	Phat1	L2	Phat2	L3	Phat3	L4	Phat4	L5	Phat5	L6	Phat6	L7	Phat7	L8	Phat8	L10	Phat10	L11	Phat11	L12	Phat12	L13	Phat13	L14	Phat14	L15	Phat15	L16	Phat16	L17	Phat17
2	ANG2	7	ANG	ANG	Angola	92	NA	5	5	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-20	-20	-20	0	0	0	0	NA	6	6	6	6	NA	NA	3	3	0	0	1	84	1	1	3	1	3	3	0	3	1	1	1	78	0	2	20000	500000	2300000	46.5	47.85	10.5	886	662	760	760	800	800	701	279.7	0.063	99.46	95.85	1246700	10000000	10548847	NA	2.5	132.4	4	58.3	58.3	37.6	NA	2.1e+07	NA	2.1e+07	185	1043	65	0	0	0	0	0	0	0	0	0	1	13.1224	2.1	0.0001043	2.8e+06	0.28	0.00333333	14.8451	0	1	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	0	2	0	4	16.1181	7.8e+08	7.8e+08	3	0	0.131195	99.46	185	78	6084	NA	42.1974	3291.4	800	1	0	0	0	0	0.5	0.461592	0.360634	0.057171	185	185	0.298428	-0.701572	0.318804	-0.681196	-2.9786	0.0484022	-4.95888	0.00697183	-4.29796	0.0134138	-0.0959614	0.476028	-3.30944	0.0352488	-2.57689	0.0706409	-3.39689	0.0323929	-5.47994	0.00415227	-5.75174	0.00316717	-1.54974	0.175123	-5.13061	0.00587818	-0.928611	0.283207	-2.8357	0.0554253	1.3663	0.796782	-0.575358	0.360001	3.62664	0.974084
1	IRQ4	75	IRQ	IRQ	Iraq-Shiites	91	94	5	3	0	0	0	1	0	0	1	1	NA	0	0	NA	1	1	NA	1	1	NA	-10	-10	NA	0	0	0	NA	17	6	7	NA	NA	NA	NA	1	1	1	2	0	36	1	0	0	0	0	0	4	4	1	1	1	36	1	4	31622	300000	600000	61.25	59	825	3320	3946	2614	4249	2000	2000	3205	552.4	0.257	848.77	1103.45	438320	17490958	21036767	NA	3.8	102	6	40.3	40.3	96	62.88	NA	0.273	-8.34705e+07	1362	10385	71	0	0	0	0	0	0	0	0	0	1	12.6115	-4.77221	0.000593735	900000	0.0514552	0.00142931	13.7102	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	16.6772	6.29674e+08	6.29674e+08	0	0	0.273	848.77	1362	36	1296	36	62.88	2263.68	2000	0	0	0	1	0	0	0.486639	0.0155426	0.226415	1362	1362	0.3032	0.3032	0.2338	0.2338	-2.29939	0.0911736	-4.27967	0.0136581	-3.61875	0.0261157	0.583247	0.641814	-5.46531	0.00421322	-4.73275	0.00872541	-2.79016	0.0578581	-4.87322	0.00759067	-5.14502	0.00579458	-0.943019	0.280291	-4.4514	0.0115277	-0.249403	0.43797	-2.22898	0.0971785	1.97303	0.877936	0.10385	0.525939	4.30585	0.98669
1	HAI2	60	HAI	HAI	Haiti	95	96	5	2	0	0	1	0	0	0	1	NA	NA	1	NA	NA	17	NA	NA	17	NA	NA	17	NA	NA	0	1	NA	NA	17	4	5	4	5	NA	NA	11	9	2	4	1	12	0	1	3	1	3	4	4	4	1	1	1	1	1	3	3000	3000	52000	53.45	53.74	64	871	860	476	911	911	911	911	181.9	0.024	48.34	46.86	27750	6133308	6679984	NA	NA	75	1	56	54.2	41.8	NA	1.4504e+08	0.033	9.33691e+07	48	339	5	0	1	1	1	NA	NA	NA	1	1	0	8.00637	15.2233	5.5272e-05	55000	0.00896743	0.000747286	10.9151	1	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	0	1	0	2	4	9	15.6292	6.13331e+06	6.13331e+06	3	12	0.033	48.34	48	1	1	17	36.6635	36.6635	911	1	0	0	0	0	0.5	0.212884	0.32937	0.0500052	48	48	0.999649	-0.00035131	0.999546	-0.00045377	-3.05766	0.0448881	-5.03794	0.00644529	-4.37702	0.0124069	-0.17502	0.456356	-4.50174	0.010968	-3.76919	0.0225505	-1.29601	0.214837	-3.37907	0.0329561	-3.65087	0.0253112	0.55113	0.634398	-5.20967	0.00543378	-1.00767	0.267436	-0.734827	0.324136	3.46718	0.969739	-0.654416	0.341995	3.54759	0.972012
1	ZAI5	37	ZAI	ZAI	Congo/Zaire	96	97	6	5	0	0	0	0	0	1	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	-20	NA	NA	0	0	0	NA	17	7	6	7	6	NA	NA	2	2	1	1	0	12	1	0	0	1	1	0	0	0	1	0	0	90	1	4	4000	250000	765700	52	50.71	105	460	422	424	130	130	424	424	476.2	0.028	48.12	48.12	2344860	45755554	47589551	NA	3.2	101	9	28.2	28.2	47	NA	2.95818e+06	0.131	2.17086e+07	95	1938	70	0	0	0	0	0	0	0	0	0	1	12.4292	0.474448	4.23555e-05	1.0157e+06	0.0221984	0.00184987	13.8311	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	16	17.6388	4.118e+09	4.118e+09	0	0	0.131	48.12	95	90	8100	NA	55.0273	4952.46	424	0	0	0	0	1	0	0.479849	0.000124285	0.0300175	95	95	0.51294	-0.48706	0.478853	-0.521147	-3.03053	0.0460654	-5.01082	0.00662132	-4.3499	0.0127436	-0.147897	0.463093	-5.46531	0.00421322	-4.73275	0.00872541	-2.85481	0.0544331	-4.93787	0.00711884	-5.20967	0.00543379	-1.00767	0.267436	-5.18255	0.00558234	-0.980547	0.272783	-2.29363	0.0916522	1.90838	0.870837	-0.627294	0.348124	3.57471	0.97274
1	PHL2	105	PHL	PHL	Philip.-NPA	72	92	3	4	0	0	0	0	1	0	1	1	NA	0	0	NA	19	19	NA	19	19	NA	-10	-10	NA	1	0	0	NA	33	3	4	2	3	NA	NA	11	13	2	4	1	240	0	0	0	0	0	0	0	0	0	0	0	74	0	2	40000	100000	450000	57.86	66.3	800	1112	1521	390	1403	1763	3200	1462	1053	0.13	213.4	328.32	300000	39778000	76103564	NA	2.8	65	0	17.4	5.9	36	49.39	3.78e+08	0.057	4.01e+08	352.609	10563	51	1	0	0	0	0	0	0	1	1	0	11.5129	10.0809	0.000265549	550000	0.0138267	5.76114e-05	13.2177	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	17.4988	2.94357e+09	2.94357e+09	0	0	0.057	213.4	352.609	74	5476	1406	49.39	3654.86	3200	0	0	0	0	0	0	0.294989	0.00264078	0.192728	352.609	352.609	0.413501	0.413501	0.398506	0.398506	-2.88187	0.0530569	-4.86216	0.00767441	-4.20124	0.014756	0.000760371	0.50019	-3.30944	0.0352488	-2.57689	0.0706409	-2.5269	0.0739938	-4.60995	0.00985421	-4.88176	0.00752659	-0.679757	0.336316	-5.03389	0.00647127	-0.831889	0.303246	-1.96571	0.12285	2.23629	0.903461	-0.478636	0.382574	3.72337	0.976417
2	COL2	30	COL	COL	Colombia	78	NA	4	2	0	0	1	0	0	0	0	0	0	0	0	0	17	NA	NA	17	NA	NA	-20	-20	-20	0	0	0	0	72	3	4	3	4	NA	NA	17	17	0	0	0	252	0	0	0	0	0	0	0	0	0	0	1	6	1	7	22000	50000	600000	64	70.22	352	1657	2893	612	2504	3300	2797	2797	122.5	0.277	522.94	661.43	1138910	25383000	37852050	NA	1.7	59	5	14.8	9.04	75	46	4.61e+08	0.089	1.66e+08	1307	17910	19	1	0	0	0	0	0	0	0	0	1	10.8198	6.53981	0.00070559	650000	0.0256077	0.000101618	13.3847	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	49	17.0496	1.52298e+08	1.52298e+08	0	0	0.089	522.94	1307	6	36	102	46	276	2797	0	0	0	0	0	0	0.466577	0.00171316	0.261161	1307	1307	0.00564145	0.00564145	0.00376913	0.00376913	-2.33113	0.0885776	-4.31141	0.013237	-3.65049	0.0253205	0.551508	0.634485	-6.98353	0.000926169	-6.25097	0.00192486	-2.6162	0.0681029	-4.69925	0.00901996	-4.97106	0.00688802	-0.769058	0.316683	-4.48314	0.0111716	-0.281142	0.430174	-2.05502	0.113547	2.14699	0.895387	0.0721115	0.51802	4.27411	0.986267
1	SUD1	120	SUD	SUD	Sudan	63	72	2	5	0	0	0	0	0	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	22	6	6	6	5	5	5	3	11	2	4	1	108	1	0	0	0	0	0	0	0	1	0	0	73	1	3	35000	400000	490000	39.66	43.66	363	817	1027	91	91	817	817	817	880.9	0.034	63.72	66.7	2505810	14113590	17567000	20236000	3.5	150	9	85.3	72.2	19	38.72	7.4e+08	0.131	4.23e+08	42.233	761	124	1	0	0	0	0	0	0	1	1	0	12.8992	29.9711	5.39197e-05	890000	0.0630598	0.000583887	13.699	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	16.4626	1.03029e+09	1.03029e+09	0	0	0.131	63.72	42.233	73	5329	219	38.72	2826.56	817	0	0	0	0	0	0	0.481745	0.00785117	0.0447699	42.233	42.233	0.779861	0.779861	0.776314	0.776314	-3.06098	0.0447457	-5.04127	0.00642401	-4.38035	0.0123661	-0.178348	0.455531	-4.50174	0.010968	-3.76919	0.0225505	-2.78419	0.0581846	-4.86724	0.0076358	-5.13905	0.00582909	-0.937046	0.281497	-5.213	0.00541583	-1.011	0.266785	-2.223	0.0977038	1.979	0.878574	-0.657744	0.341247	3.54426	0.971921
3	LBR2	85	LBR	LBR	Liberia	93	96	5	5	0	0	0	0	0	1	1	NA	NA	0	NA	NA	9	NA	NA	9	NA	NA	-10	NA	NA	1	0	NA	NA	6	4	5	4	5	NA	NA	4	4	2	4	1	36	0	1	2	1	2	2	0	2	1	0	1	83	1	4	13000	150000	779900	39.46	47.27	33	701	805	440	440	440	1000	788	NA	0.145	37.61	37.61	97750	2281914	2602068	NA	2.2	153	3	60.5	51.58	50.4	43	6.36409e+07	0.393	4.21812e+07	154	319	76	0	0	0	0	NA	NA	NA	1	1	0	11.9184	18.485	0.000139795	929900	0.407509	0.0113197	13.7428	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	2	16	14.6405	1.89399e+08	1.89399e+08	2	8	0.393	37.61	154	83	6889	747	43	3569	1000	0	0	0	0	0	0.25	0.287056	0.17547	0.0642937	154	154	0.600377	-0.399623	0.612829	-0.387171	-2.99649	0.0475849	-4.97677	0.00684907	-4.31585	0.0131792	-0.113851	0.471568	-5.46531	0.00421322	-4.73275	0.00872541	-2.80763	0.0569131	-4.89069	0.00746019	-5.16249	0.0056948	-0.96049	0.27678	-5.1485	0.00577456	-0.9465	0.279589	-2.24645	0.0956564	1.95556	0.876051	-0.593247	0.35589	3.60875	0.973629
1	IDN4	68	IDN	IDN	Indonesia-East Tim.	75	82	4	4	0	0	0	0	1	0	1	1	1	0	0	0	3	3	3	3	3	3	-10	-10	-10	0	0	0	0	33	5	6	5	6	6	5	3	3	1	1	0	84	1	0	0	1	1	0	0	0	1	1	1	76	1	3	30000	130000	0	49.21	56.2	1266	621	1626	296	715	1281	953	953	1874.4	0.093	100.15	319.77	1904570	132589000	168990000	184000000	2.3	110	2	36.9	30.7	37	34.6	8.8e+07	0.108	1.26e+08	43.6403	19276	74	1	0	0	0	0	0	0	0	0	1	11.7753	0.950305	0.000145382	130000	0.000980473	1.16723e-05	11.7753	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	18.7028	1.00768e+10	1.00768e+10	0	0	0.108	100.15	43.6403	76	5776	228	34.6	2629.6	953	0	0	0	0	1	0	0.448862	0.00024894	0.0517005	43.6403	43.6403	0.275058	-0.724942	0.268793	-0.731207	-3.06017	0.0447804	-5.04046	0.0064292	-4.37954	0.0123761	-0.177535	0.455732	-4.50174	0.010968	-3.76919	0.0225505	-1.75585	0.147311	-3.8389	0.021064	-4.11071	0.0161317	0.0912949	0.522808	-5.21219	0.0054202	-1.01019	0.266944	-1.19466	0.232426	3.00734	0.952905	-0.656932	0.341429	3.54507	0.971943
3	RWA1	110	RWA	RWA	Rwanda	63	64	2	5	0	0	0	0	0	1	1	1	1	0	1	1	5	5	3	5	5	3	-10	5	3	1	0	1	1	NA	NA	NA	NA	NA	7	5	4	3	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	14	0	2	2500	9500	152000	42	43	9.6	514	731	30	537	537	448	448	363.6	0.008	10.73	13.83	26340	3007000	3587000	4236000	3.2	147	4	61.8	61.8	64.2	28.9	1.23996e+08	NA	9.9373e+07	21	40	12	1	0	0	0	1	0	0	0	0	1	9.15905	33.0472	1.33023e-05	161500	0.053708	0.0179027	11.9923	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	14.9165	4.2098e+07	4.2098e+07	0	0	0.139612	10.73	21	14	196	70	28.9	404.6	448	0	0	0	0	1	0	0.397059	0.00865698	0.0243491	21	21	0.00814333	0.00814333	0.00881952	0.00881952	-3.07324	0.0442248	-5.05352	0.00634628	-4.3926	0.0122174	-0.1906	0.452494	-3.30944	0.0352488	-2.57689	0.0706409	-1.87183	0.13333	-3.95489	0.0188006	-4.22669	0.0143905	-0.0246904	0.493828	-5.22525	0.00535023	-1.02325	0.264395	-1.31065	0.212379	2.89135	0.947417	-0.669997	0.338497	3.532	0.971585
1	ALG1	3	ALG	ALG	Algeria	62	63	2	3	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	NA	NA	NA	NA	6	6	1	1	1	2	0	6	0	0	0	0	0	0	0	0	0	0	1	43	1	3	1500	36000	0	47	48	17	1723	2951	240	1723	1723	1517	1517	340	0.362	255.2	313.13	2381740	11236000	12986	15064000	2.8	163	7	81.2	81	69	38.73	3.78495e+08	0.19	2.95e+08	265.306	2591	28	1	0	0	0	0	0	0	0	0	1	10.4913	26.2549	0.000230598	36000	0.00320399	0.000533998	10.4913	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	16.2346	4.83148e+08	4.83148e+08	0	0	0.19	255.2	265.306	43	1849	43	38.73	1665.39	1517	0	0	0	1	0	0	0.205392	0.00687768	0.100475	265.306	265.306	0.0117608	0.0117608	0.00828941	0.00828941	-2.93226	0.0505819	-4.91254	0.00730011	-4.25162	0.0140412	-0.0496197	0.487598	-4.50174	0.010968	-3.76919	0.0225505	-1.06946	0.255507	-3.15251	0.0409925	-3.42431	0.0315442	0.777688	0.685182	-5.08427	0.00615528	-0.882269	0.292708	-0.508269	0.375599	3.69373	0.975725	-0.529016	0.370746	3.67299	0.975229
8	SUD2	121	SUD	SUD	Sudan	83	NA	4	5	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-20	-20	-20	0	0	0	0	22	7	7	NA	NA	NA	NA	3	3	0	0	0	192	1	0	0	0	0	0	0	0	1	0	1	73	1	6	250000	1200000	4500000	49.16	54.96	363	817	1027	711	866	757	886	886	880.9	0.034	63.19	67.9	2505810	20774000	NA	NA	3.1	92	9	75.6	46.72	44.8	38.72	7.4e+08	0.086	4.23e+08	42.233	1681	124	1	0	0	0	0	0	0	0	0	1	13.9978	20.362	8.09185e-05	5.7e+06	0.274381	0.00142907	15.556	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	36	16.8492	1.5165e+09	1.5165e+09	0	0	0.086	63.19	42.233	73	5329	NA	38.72	2826.56	886	0	0	0	0	0	0	0.633783	0.00533398	0.0482199	42.233	42.233	0.233281	0.233281	0.250602	0.250602	-3.06098	0.0447457	-5.04127	0.00642401	-4.38035	0.0123661	-0.178348	0.455531	-6.7062	0.00122181	-5.97364	0.00253849	-3.77688	0.0223816	-5.85993	0.00284332	-6.13174	0.00216809	-1.92974	0.12678	-5.213	0.00541583	-1.011	0.266785	-3.21569	0.0385793	0.986307	0.728358	-0.657744	0.341247	3.54426	0.971921
8	TUR	124	TUR	TUR	Turkey-Kurds	84	NA	4	3	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-20	-20	-20	0	0	0	0	11	4	5	NA	NA	NA	NA	5	12	0	0	0	180	1	0	0	0	0	0	0	0	0	0	0	25	1	3	2000	316000	2000000	63	69	600	1622	NA	1307	2874	3741	3022	3022	1622.5	0.231	753.36	982.99	779450	49554400	63529886	NA	2.4	79	7	25.8	18	92	44.09	1.984e+09	0.059	1.76e+09	439.328	40366	45	1	0	0	0	0	0	0	0	0	1	12.6635	35.5165	0.00081458	2.316e+06	0.0467365	0.000259647	14.6554	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	17.7186	1.23886e+09	1.23886e+09	0	0	0.059	753.36	439.328	25	625	NA	44.09	1102.25	3022	0	0	0	0	0	0	0.51895	0.00930383	0.191877	439.328	439.328	0.064666	0.064666	0.0477101	0.0477101	-2.83183	0.0556281	-4.81212	0.00806506	-4.1512	0.0155014	0.050803	0.512698	-4.50174	0.010968	-3.76919	0.0225505	-3.29544	0.0357281	-5.37849	0.00459359	-5.6503	0.00350416	-1.44829	0.190264	-4.98385	0.00680109	-0.781847	0.313922	-2.73425	0.0609823	1.46775	0.812715	-0.428594	0.394462	3.77341	0.977542
1	IRQ1	72	IRQ	IRQ	Iraq-Shammar	59	59	2	3	0	0	0	1	0	0	0	0	0	0	0	0	5	5	3	5	5	3	-10	-10	-10	1	0	0	0	17	NA	NA	NA	NA	NA	NA	6	6	1	1	0	6	1	0	0	0	0	0	0	0	1	0	0	36	1	3	2000	5000	0	48	48	253	3320	3946	215	3427	3427	2626	2626	552.4	0.257	463.62	463.62	438320	6660000	7736000	9062000	3.4	140	6	75.8	75.9	51	62.88	NA	0.27	-8.34705e+07	831.397	3104	71	1	0	0	0	0	0	0	0	0	1	8.51719	-12.5331	0.000466066	5000	0.000750751	0.000125125	8.51719	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	9	15.7116	2.3976e+08	2.3976e+08	0	0	0.27	463.62	831.397	36	1296	180	62.88	2263.68	2626	0	0	0	0	1	0	0.380199	-0.00328315	0.208467	831.397	831.397	0.0214058	0.0214058	0.00932863	0.00932863	-2.60558	0.06878	-4.58587	0.010092	-3.92495	0.0193609	0.277053	0.568824	-4.50174	0.010968	-3.76919	0.0225505	-0.0141758	0.496456	-2.09723	0.109366	-2.36903	0.0855647	1.83297	0.862115	-4.7576	0.00851311	-0.555597	0.364567	0.547011	0.633442	4.74901	0.991414	-0.202344	0.449586	3.99966	0.982008
1	IDN5	69	IDN	IDN	Indonesia	86	86	5	4	0	0	0	0	1	0	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	1	1	1	1	33	5	5	6	5	7	5	3	3	1	1	0	6	1	0	0	0	0	0	0	0	0	0	1	76	0	2	NA	15000	0	60	60	1266	621	1626	456	1651	1651	1687	1687	1874.4	0.093	234.53	330.25	1904570	175081220	190880180	206611600	2.2	87	2	25.2	25.2	41.6	32.01	8.8e+07	0.274	1.26e+08	297	44821	74	1	0	0	0	0	0	0	0	0	1	9.61581	0.719666	0.000256001	15000	8.56745e-05	1.42791e-05	9.61581	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	18.9808	1.33062e+10	1.33062e+10	0	0	0.274	234.53	297	76	5776	228	32.01	2432.76	1687	0	0	0	0	1	0	0.367773	0.000188522	0.111916	297	297	0.00728967	0.00728967	0.0072922	0.0072922	-2.91397	0.0514675	-4.89425	0.00743385	-4.23333	0.0142966	-0.0313299	0.492168	-3.30944	0.0352488	-2.57689	0.0706409	-0.601459	0.35401	-2.68451	0.0638935	-2.95632	0.0494388	1.24568	0.776552	-5.06598	0.00626818	-0.86398	0.296509	-0.0402719	0.489933	4.16173	0.984658	-0.510727	0.375023	3.69128	0.975667
1	UGA3	127	UGA	UGA	Uganda	80	86	4	5	0	0	0	0	0	1	1	1	1	0	0	0	3	3	8	3	3	8	-10	-10	-10	1	0	0	0	44	5	5	6	6	4	4	3	3	1	2	0	72	1	0	0	0	0	0	0	0	1	0	1	93	1	5	102000	300000	347000	48.44	48.33	70	678	465	534	534	540	534	534	666.8	0.011	24.39	23.36	235880	12297806	19150008	22167195	3.5	115	5	54.5	45	15	36.89	4e+07	0.155	1.7e+07	35	357	76	1	0	0	0	0	0	0	0	0	1	12.6115	1.38236	2.90296e-05	647000	0.052611	0.000730708	13.3801	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	25	16.3249	1.1437e+09	1.1437e+09	0	0	0.155	24.39	35	93	8649	279	36.89	3430.77	534	0	0	0	1	0	0	0.527985	0.00036212	0.0299486	35	35	0.273769	0.273769	0.262441	0.262441	-3.06516	0.0445676	-5.04544	0.00639743	-4.38452	0.0123153	-0.182522	0.454496	-6.20012	0.00202507	-5.46757	0.00420373	-2.61373	0.0682601	-4.69678	0.00904209	-4.96859	0.00690496	-0.766585	0.317218	-5.21717	0.00539339	-1.01517	0.265969	-2.05254	0.113796	2.14946	0.895618	-0.661918	0.340309	3.54008	0.971807
3	RWA2	111	RWA	RWA	Rwanda	90	94	5	5	0	0	0	0	0	1	1	1	NA	1	1	NA	4	4	NA	4	4	NA	4	4	NA	1	1	1	NA	NA	7	6	7	6	NA	NA	3	3	2	4	1	40	1	1	3	1	3	3	4	4	1	1	0	14	1	3	5500	800000	2000000	40.18	34.7	40	514	731	267	776	756	440	756	363.6	0.008	41.65	27.4	26340	7160819	7956172	NA	NA	113	4	49.8	39.7	64.2	28.9	1.23996e+08	NA	9.9373e+07	21	206	12	0	1	0	0	1	0	0	1	1	0	13.5924	13.8773	2.87677e-05	2.8e+06	0.391017	0.00977542	14.8451	1	0	1	0	0	0	1	0	0	0	1	0	0	1	2	0	0	1	0	2	4	9	15.7841	1.00251e+08	1.00251e+08	3	12	0.140534	41.65	21	14	196	56	28.9	404.6	440	1	0	0	0	0	0.5	0.47276	0.264398	0.0239491	21	21	0.995314	-0.0046863	0.996089	-0.00391108	-3.07324	0.0442248	-5.05352	0.00634628	-4.3926	0.0122174	-0.1906	0.452494	-4.50174	0.010968	-3.76919	0.0225505	-3.39689	0.0323929	-5.47994	0.00415227	-5.75174	0.00316717	-1.54974	0.175123	-5.22525	0.00535023	-1.02325	0.264395	-2.8357	0.0554253	1.3663	0.796782	-0.669997	0.338497	3.532	0.971585
1	SOM1	114	SOM	SOM	Somalia	88	91	5	5	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	-20	-20	-20	0	0	0	0	11	7	7	NA	NA	NA	NA	3	3	1	2	0	36	1	0	0	0	0	0	0	0	1	0	1	8	1	5	NA	400000	1000000	45	46.96	63	1013	739	135	744	653	600	792	NA	0.05	57.15	6.7	637660	6900134	6590325	NA	1	152	3	75.9	75.9	56	NA	2.23759e+08	0.065	1.79e+08	33	500	80	1	0	0	0	0	0	0	0	0	1	12.8992	25.9415	7.24624e-05	1.4e+06	0.202895	0.00563596	14.152	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	25	15.7471	5.52011e+07	5.52011e+07	0	0	0.065	57.15	33	8	64	NA	43.6162	348.93	600	0	0	0	1	0	0	0.525336	0.00679559	0.0330629	33	33	0.574823	0.574823	0.52194	0.52194	-3.06631	0.0445185	-5.0466	0.0063901	-4.38568	0.0123012	-0.183676	0.45421	-6.20012	0.00202507	-5.46757	0.00420373	-3.02635	0.0462495	-5.1094	0.00600342	-5.38121	0.00458116	-1.17921	0.235195	-5.21833	0.0053872	-1.01633	0.265744	-2.46517	0.0783366	1.73684	0.850285	-0.663072	0.34005	3.53893	0.971775
1	BOL	13	BOL	BOL	Bolivia	52	52	1	2	0	0	1	0	0	0	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	1	1	1	1	0	NA	NA	NA	NA	NA	NA	5	5	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	68	0	2	1500	1500	0	40	40	9	1103	1688	83	830	830	1383	1383	512.6	0.147	173.07	173.07	1098580	2889000	3215000	3588000	2.5	176	5	27.5	27.5	33	42.04	7.66e+07	0.174	5.70097e+07	225.958	526	75	1	1	1	0	1	1	0	0	0	1	7.31322	19.7334	0.00018207	1500	0.000519211	8.65351e-05	7.31322	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	14.8764	1.96452e+08	1.96452e+08	0	0	0.174	173.07	225.958	68	4624	476	42.04	2858.72	1383	0	0	0	1	0	0	0.138388	0.00516931	0.0901225	225.958	225.958	0.00283657	0.00283657	0.00241373	0.00241373	-2.95496	0.0495025	-4.93525	0.00713738	-4.27433	0.0137303	-0.0723261	0.481926	-3.30944	0.0352488	-2.57689	0.0706409	0.629429	0.65236	-1.45362	0.189444	-1.72543	0.151173	2.47657	0.922483	-5.10698	0.00601792	-0.904976	0.288029	1.19062	0.766851	5.39262	0.995471	-0.551723	0.365465	3.65028	0.974674
1	GUA2	56	GUA	GUA	Guatemala	66	72	3	2	0	0	1	0	0	0	0	0	0	0	0	0	7	7	5	7	7	5	-20	-20	-20	0	0	0	0	44	4	3	4	4	5	6	5	5	1	1	0	82	1	0	0	0	0	0	0	0	1	1	0	64	0	2	58000	58000	200000	50	53.37	44	1638	2056	698	1660	2028	2260	1800	198.6	0.106	155.39	228.74	108890	4659000	6365000	7315000	NA	112	4	54	50	38	55.68	1.97e+07	0.11	7.56e+07	212.321	468	95	1	0	0	0	0	0	0	0	0	1	10.9682	16.2267	0.000100451	258000	0.0553767	0.000675326	12.4607	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	15.3543	2.98176e+08	2.98176e+08	0	0	0.11	155.39	212.321	64	4096	448	55.68	3563.52	2260	0	0	0	0	1	0	0.430468	0.0042507	0.132707	212.321	212.321	0.0720327	0.0720327	0.0557339	0.0557339	-2.96283	0.0491336	-4.94312	0.00708183	-4.2822	0.0136241	-0.0801956	0.479962	-3.30944	0.0352488	-2.57689	0.0706409	-2.12226	0.106952	-4.20531	0.014697	-4.47711	0.0112384	-0.275111	0.431653	-5.11485	0.00597103	-0.912845	0.286418	-1.56107	0.173493	2.64093	0.93345	-0.559592	0.363642	3.64241	0.974479
